character,pinyin,pinyin_plain,pinyin_initial,definition_en,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
躬,gōng,gong,G,"(literary) body (of a human, esp. the torso); (bound form) to bow; (literary) oneself; personally",People & Pronouns,Top 2500,General 3500,2421.0,43678.0,23.008733404678424,98.24885222620709,3057.0,5799.0,True,True,True,"3500, 7000, corpus"
拱,gǒng,gong,G,to cup one's hands in salute; to surround; to arch; to dig earth with the snout; arched,Actions,Top 2500,General 3500,2432.0,43077.0,22.692138121556216,98.27397782840583,1253.0,2082.0,True,True,True,"3500, 7000, corpus"
巩,gǒng,gong,G,surname Gong,Places & Movement,Top 3500+,General 3500,3268.0,14361.0,7.565099602193023,99.42755158388104,934.0,1562.0,True,True,True,"3500, 7000, corpus"
蚣,gōng,gong,G,used in 蜈蚣[wu2 gong1],Places & Movement,Top 3500+,General 7000,4078.0,5167.0,2.7218765855115485,99.80632834040996,2768.0,5178.0,True,True,True,"3500, 7000, corpus"
汞,gǒng,gong,G,mercury (chemistry),General Reference,Top 3500+,General 7000,5034.0,1292.0,0.6806008415871725,99.94731812346413,1711.0,2882.0,True,True,True,"3500, 7000, corpus"
够,gòu,gou,G,enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out,Actions,Top 600,HSK3 Expansion,458.0,768470.0,404.8152699183394,75.53538211465057,711.0,1159.0,True,True,True,"3500, 7000, corpus"
狗,gǒu,gou,G,"dog; CL:隻|只[zhi1],條|条[tiao2]",Actions,Top 1200,General 3500,1015.0,273402.0,144.02293443623543,89.12220586357,1983.0,3453.0,True,True,True,"3500, 7000, corpus"
构,gòu,gou,G,to reach by stretching,Actions,Top 2500,General 3500,1448.0,152528.0,80.34882752756056,93.83387110808654,1528.0,2509.0,True,True,True,"3500, 7000, corpus"
勾,gōu,gou,G,surname Gou,Places & Movement,Top 2500,General 3500,1728.0,105524.0,55.588021058548605,95.70824150621485,366.0,528.0,True,True,True,"3500, 7000, corpus"
购,gòu,gou,G,to buy; to purchase,Business & Work,Top 2500,General 3500,1810.0,95339.0,50.222758232259636,96.14009949183257,2976.0,5626.0,True,True,True,"3500, 7000, corpus"
沟,gōu,gou,G,ditch; gutter; groove; gully; ravine; CL:道[dao4],General Reference,Top 2500,General 3500,1931.0,80789.0,42.558097051846815,96.69211776674472,1726.0,2915.0,True,True,True,"3500, 7000, corpus"
钩,gōu,gou,G,to hook; to sew; to crochet; hook; check mark or tick; window catch,Actions,Top 3500+,General 3500,2625.0,33452.0,17.62187256406664,98.66057364557842,3210.0,6146.0,True,True,True,"3500, 7000, corpus"
苟,gǒu,gou,G,surname Gou,Places & Movement,Top 3500+,General 3500,2851.0,25037.0,13.189011819518605,99.00546043105258,2645.0,4862.0,True,True,True,"3500, 7000, corpus"
垢,gòu,gou,G,dirt; disgrace,General Reference,Top 3500+,General 7000,3600.0,9175.0,4.83321418077578,99.62816394974728,661.0,1055.0,True,True,True,"3500, 7000, corpus"
古,gǔ,gu,G,surname Gu,General Reference,Top 600,HSK3 Expansion,553.0,621960.0,327.636609468698,78.98055634019556,446.0,633.0,True,True,True,"3500, 7000, corpus"
故,gù,gu,G,"happening; instance; reason; cause; intentional; former; old; friend; therefore; hence; (of people) to die, dead",People & Pronouns,Top 600,HSK3 Expansion,599.0,560446.0,295.2322130527589,80.41456413948089,1386.0,2288.0,True,True,True,"3500, 7000, corpus"
顾,gù,gu,G,surname Gu,General Reference,Top 1200,General 3500,627.0,523266.0,275.64650152782775,81.21362355754633,3374.0,6550.0,True,True,True,"3500, 7000, corpus"
股,gǔ,gu,G,"thigh; part of a whole; portion of a sum; (finance) stock; share; strand of a thread; low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below 科[ke1]; classifier for long winding things like ropes, rivers etc; classifier for smoke, smells etc: thread, puff, whiff; classifier for bands of people, gangs etc; classifier for sudden forceful actions",People & Pronouns,Top 1200,General 3500,705.0,461541.0,243.1309543552517,83.23675791764502,2520.0,4613.0,True,True,True,"3500, 7000, corpus"
姑,gū,gu,G,paternal aunt; husband's sister; husband's mother (old); nun; for the time being (literary),People & Pronouns,Top 1200,General 3500,839.0,374941.0,197.51173385877402,86.16026455692197,762.0,1235.0,True,True,True,"3500, 7000, corpus"
骨,gǔ,gu,G,used in 骨碌碌[gu1 lu4 lu4]; used in 骨碌[gu1 lu5]; used in 骨朵[gu1 duo5],General Reference,Top 1200,General 3500,941.0,310699.0,163.67027931911218,87.99008604785857,3442.0,6712.0,True,True,True,"3500, 7000, corpus"
孤,gū,gu,G,lone; lonely,Numbers & Measures,Top 1200,General 3500,1104.0,241832.0,127.3924634076696,90.32124828557849,805.0,1341.0,True,True,True,"3500, 7000, corpus"
谷,gǔ,gu,G,grain; corn,General Reference,Top 2500,General 3500,1209.0,211522.0,111.42573623390241,91.56801194165786,2951.0,5587.0,True,True,True,"3500, 7000, corpus"
鼓,gǔ,gu,G,"drum; CL:通[tong4],面[mian4]; to drum; to strike; to rouse; to bulge; to swell",Actions,Top 2500,General 3500,1218.0,208688.0,109.93283934144262,91.66757515289824,3493.0,6965.0,True,True,True,"3500, 7000, corpus"
固,gù,gu,G,hard; strong; solid; sure; assuredly; undoubtedly; of course; indeed; admittedly,Actions,Top 2500,General 3500,1427.0,157594.0,83.0174992485208,93.66239709744599,623.0,983.0,True,True,True,"3500, 7000, corpus"
估,gū,gu,G,to estimate,Actions,Top 2500,General 3500,1441.0,154328.0,81.29703303441576,93.77738455695406,134.0,170.0,True,True,True,"3500, 7000, corpus"
咕,gū,gu,G,"(onom.) for the sound of a bird, an empty stomach etc",General Reference,Top 2500,General 3500,1933.0,80611.0,42.46433006283557,96.70061558449716,523.0,738.0,True,True,True,"3500, 7000, corpus"
辜,gū,gu,G,surname Gu,General Reference,Top 2500,General 3500,2336.0,48645.0,25.625253822761618,98.04362152006362,3085.0,5857.0,True,True,True,"3500, 7000, corpus"
雇,gù,gu,G,to employ; to hire; to rent,Actions,Top 2500,General 3500,2493.0,39820.0,20.976412934985458,98.40722577688685,3327.0,6453.0,True,True,True,"3500, 7000, corpus"
菇,gū,gu,G,(bound form) mushroom,General Reference,Top 3500+,General 3500,3437.0,11316.0,5.9610519530963195,99.54060307113456,2688.0,4978.0,True,True,True,"3500, 7000, corpus"
箍,gū,gu,G,hoop; to bind with hoops,Actions,Top 3500+,General 7000,3734.0,8001.0,4.214773477971336,99.68895914670289,2331.0,4222.0,True,True,True,"3500, 7000, corpus"
沽,gū,gu,G,abbr. for Tianjin 天津 (also 津沽),Question & Function,Top 3500+,General 7000,4116.0,4913.0,2.588074252877538,99.81637852861135,1739.0,2934.0,True,True,True,"3500, 7000, corpus"
挂,guà,gua,G,to hang; to suspend (from a hook etc); to hang up (the phone); (of a line) to be dead; to be worried; to be concerned; (dialect) to make a phone call; to register (at a hospital); to make an appointment (with a doctor); (slang) to kill; to die; to be finished; to fail (an exam); classifier for sets or clusters of objects,Actions,Top 1200,General 3500,1013.0,273923.0,144.29738725238627,89.09337715012042,1261.0,2092.0,True,True,True,"3500, 7000, corpus"
瓜,guā,gua,G,melon; gourd; squash; (slang) a piece of gossip,Places & Movement,Top 2500,General 3500,1718.0,106525.0,56.11532867652752,95.65243123632112,2037.0,3620.0,True,True,True,"3500, 7000, corpus"
刮,guā,gua,G,to scrape; to blow; to shave; to plunder; to extort,Actions,Top 2500,General 3500,2266.0,52316.0,27.559066275909068,97.85814114445665,318.0,454.0,True,True,True,"3500, 7000, corpus"
寡,guǎ,gua,G,few; scant; widowed,Actions,Top 2500,General 3500,2313.0,49558.0,26.106204727072058,97.98409739258994,854.0,1405.0,True,True,True,"3500, 7000, corpus"
卦,guà,gua,G,divinatory diagram; one of the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1]; one of the sixty-four divinatory hexagrams of the Book of Changes 易經|易经[Yi4 jing1],Numbers & Measures,Top 3500+,General 3500,2697.0,30403.0,16.015717791621366,98.78206384577447,403.0,578.0,True,True,True,"3500, 7000, corpus"
褂,guà,gua,G,(bound form) Chinese-style unlined garment; gown,Places & Movement,Top 3500+,General 7000,3613.0,9095.0,4.791071713804438,99.63441257135936,2850.0,5381.0,True,True,True,"3500, 7000, corpus"
怪,guài,guai,G,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,Actions,Top 600,HSK3 Expansion,345.0,1036985.0,546.263826403463,70.19698890387788,1079.0,1804.0,True,True,True,"3500, 7000, corpus"
乖,guāi,guai,G,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal",People & Pronouns,Top 2500,General 3500,1517.0,139563.0,73.51911397401746,94.36384771385494,50.0,54.0,True,True,True,"3500, 7000, corpus"
拐,guǎi,guai,G,to turn (a corner etc); to kidnap; to swindle; to misappropriate; seven (used as a substitute for 七[qi1]),Actions,Top 2500,General 3500,2051.0,69575.0,36.65077674413895,97.16268503058386,1232.0,2058.0,True,True,True,"3500, 7000, corpus"
关,guān,guan,G,surname Guan,Actions,Top 300,HSK2 Expansion,209.0,1675433.0,882.5859983149545,60.94239500886529,244.0,364.0,True,True,True,"3500, 7000, corpus"
管,guǎn,guan,G,surname Guan,General Reference,Top 600,HSK3 Expansion,361.0,979206.0,515.8269564142485,71.04610166745834,2334.0,4229.0,True,True,True,"3500, 7000, corpus"
官,guān,guan,G,surname Guan,General Reference,Top 600,HSK3 Expansion,462.0,760400.0,400.5641485626053,75.69621230776433,820.0,1366.0,True,True,True,"3500, 7000, corpus"
观,guān,guan,G,surname Guan,General Reference,Top 600,HSK3 Expansion,581.0,588781.0,310.1585480731711,79.86989050639048,2860.0,5408.0,True,True,True,"3500, 7000, corpus"
馆,guǎn,guan,G,building; shop; term for certain service establishments; embassy or consulate; schoolroom (old); CL:家[jia1],General Reference,Top 1200,General 3500,1123.0,235908.0,124.27181372844171,90.55958337451432,3412.0,6637.0,True,True,True,"3500, 7000, corpus"
惯,guàn,guan,G,accustomed to; used to; indulge; to spoil (a child),People & Pronouns,Top 1200,General 3500,1185.0,216834.0,114.22399604079952,91.29799451479957,1126.0,1891.0,True,True,True,"3500, 7000, corpus"
冠,guān,guan,G,surname Guan,General Reference,Top 2500,General 3500,1943.0,79415.0,41.83430018161401,96.74272117680992,264.0,387.0,True,True,True,"3500, 7000, corpus"
贯,guàn,guan,G,to pierce through; to pass through; to be stringed together; string of 1000 cash,Actions,Top 2500,General 3500,1961.0,76864.0,40.49048226606535,96.81672045151701,2978.0,5628.0,True,True,True,"3500, 7000, corpus"
灌,guàn,guan,G,to irrigate; to pour; to install (software); to record (music),Actions,Top 2500,General 3500,2096.0,66346.0,34.94980142100816,97.32380332013749,1890.0,3264.0,True,True,True,"3500, 7000, corpus"
罐,guàn,guan,G,can; jar; pot,General Reference,Top 3500+,General 3500,2642.0,32951.0,17.35795536465861,98.69030715779391,2456.0,4482.0,True,True,True,"3500, 7000, corpus"
棺,guān,guan,G,coffin,General Reference,Top 3500+,General 3500,2676.0,31464.0,16.57463225982879,98.74781961460671,1612.0,2659.0,True,True,True,"3500, 7000, corpus"
光,guāng,guang,G,light; ray (CL:道[dao4]); bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,Actions,Top 300,HSK2 Expansion,162.0,2185701.0,1151.3854025216135,56.24030516498175,229.0,346.0,True,True,True,"3500, 7000, corpus"
广,guǎng,guang,G,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",General Reference,Top 1200,General 3500,838.0,374959.0,197.52121591384258,86.1405133835361,974.0,1623.0,True,True,True,"3500, 7000, corpus"
逛,guàng,guang,G,to stroll; to visit,Actions,Top 2500,General 3500,2065.0,68458.0,36.06236254905159,97.2136114099803,3132.0,5922.0,True,True,True,"3500, 7000, corpus"
鬼,guǐ,gui,G,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; one of the 28 constellations of ancient Chinese astronomy,People & Pronouns,Top 600,HSK3 Expansion,566.0,604413.0,318.3931861193713,79.39906032623554,3446.0,6745.0,True,True,True,"3500, 7000, corpus"
贵,guì,gui,G,short name for Guizhou 貴州|贵州[Gui4 zhou1],General Reference,Top 1200,General 3500,786.0,399328.0,210.3583381341505,85.08118535549691,2982.0,5634.0,True,True,True,"3500, 7000, corpus"
规,guī,gui,G,compass; a rule; regulation; to admonish; to plan; to scheme,Actions,Top 1200,General 3500,887.0,341239.0,179.75816608542198,87.06317023050222,2861.0,5409.0,True,True,True,"3500, 7000, corpus"
归,guī,gui,G,surname Gui,General Reference,Top 1200,General 3500,1027.0,270263.0,142.36936938844735,89.2940813865646,1020.0,1700.0,True,True,True,"3500, 7000, corpus"
跪,guì,gui,G,to kneel,Actions,Top 2500,General 3500,1609.0,121795.0,64.15927205968242,94.99812076204167,3034.0,5726.0,True,True,True,"3500, 7000, corpus"
柜,guì,gui,G,Salix multinervis,General Reference,Top 2500,General 3500,1829.0,91808.0,48.362695096312024,96.23364986856356,1550.0,2549.0,True,True,True,"3500, 7000, corpus"
诡,guǐ,gui,G,(bound form) sly; crafty; (literary) weird; bizarre; (literary) contradictory; inconsistent,General Reference,Top 2500,General 3500,2012.0,72548.0,38.21689617296145,97.01691666052187,2910.0,5506.0,True,True,True,"3500, 7000, corpus"
瑰,guī,gui,G,(semiprecious stone); extraordinary,Numbers & Measures,Top 2500,General 3500,2201.0,58092.0,30.601752391239962,97.66836861126673,2034.0,3597.0,True,True,True,"3500, 7000, corpus"
桂,guì,gui,G,surname Gui; abbr. for Guangxi Autonomous Region 廣西壯族自治區|广西壮族自治区[Guang3 xi1 Zhuang4 zu2 Zi4 zhi4 qu1],General Reference,Top 2500,General 3500,2208.0,57604.0,30.344683342714774,97.6896980200407,1574.0,2594.0,True,True,True,"3500, 7000, corpus"
龟,guī,gui,G,tortoise; turtle; (coll.) cuckold,General Reference,Top 2500,General 3500,2252.0,54063.0,28.47935239839575,97.8189955863459,3500.0,6999.0,True,True,True,"3500, 7000, corpus"
轨,guǐ,gui,G,(bound form) rail; track; course; path,General Reference,Top 2500,General 3500,2467.0,41123.0,21.662808365781192,98.35187048760216,3063.0,5805.0,True,True,True,"3500, 7000, corpus"
闺,guī,gui,G,small arched door; boudoir; lady's chamber; (fig.) women,Actions,Top 3500+,General 3500,2843.0,25255.0,13.303850042015512,98.99486997642458,3275.0,6352.0,True,True,True,"3500, 7000, corpus"
傀,guī,gui,G,grand; strange; exotic,General Reference,Top 3500+,General 3500,3423.0,11508.0,6.06219387382754,99.53218542942554,208.0,308.0,True,True,True,"3500, 7000, corpus"
刽,guì,gui,G,to amputate; to cut off; also pr. [kuai4],Question & Function,Top 3500+,General 7000,4359.0,3494.0,1.8405722449733597,99.86964012745887,326.0,463.0,True,True,True,"3500, 7000, corpus"
硅,guī,gui,G,silicon (chemistry),General Reference,Top 3500+,General 7000,4498.0,2811.0,1.480780933205528,99.89256794732687,2192.0,3954.0,True,True,True,"3500, 7000, corpus"
滚,gǔn,gun,G,to boil; to roll; to take a hike; Get lost!,Actions,Top 2500,General 3500,1235.0,203922.0,107.42220187162494,91.85215104580786,1858.0,3178.0,True,True,True,"3500, 7000, corpus"
棍,gùn,gun,G,stick; rod; truncheon; scoundrel; villain,General Reference,Top 2500,General 3500,2031.0,70829.0,37.31135991391474,97.08875502755689,1603.0,2645.0,True,True,True,"3500, 7000, corpus"
过,guò,guo,G,surname Guo,General Reference,Top 100,Zero Beginner,39.0,7307184.0,3849.28450466898,31.742754469358747,3101.0,5873.0,True,True,True,"3500, 7000, corpus"
国,guó,guo,G,surname Guo,Places & Movement,Top 300,HSK1 Core,112.0,3063867.0,1613.986423151057,49.418032864866035,624.0,984.0,True,True,True,"3500, 7000, corpus"
果,guǒ,guo,G,fruit; result; resolute; indeed; if really,General Reference,Top 300,HSK2 Expansion,166.0,2105431.0,1109.100704724243,56.69078954154184,1534.0,2518.0,True,True,True,"3500, 7000, corpus"
郭,guō,guo,G,surname Guo,General Reference,Top 2500,General 3500,1498.0,142211.0,74.91402963076888,94.22315356020668,3169.0,6017.0,True,True,True,"3500, 7000, corpus"
锅,guō,guo,G,"pot; pan; wok; cauldron; pot-shaped thing; CL:口[kou3],隻|只[zhi1]",General Reference,Top 2500,General 3500,1969.0,76325.0,40.20654739484593,96.84899979016222,3235.0,6230.0,True,True,True,"3500, 7000, corpus"
裹,guǒ,guo,G,to wrap around; bundle; parcel; package; to press into service; to pressgang; to make off with (sth),Actions,Top 2500,General 3500,2037.0,70440.0,37.10644216826659,97.11106229959883,2849.0,5378.0,True,True,True,"3500, 7000, corpus"
哈,hā,ha,H,"abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan; abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin",General Reference,Top 600,HSK3 Expansion,409.0,879528.0,463.31849612963055,73.39460089466557,538.0,768.0,True,True,True,"3500, 7000, corpus"
蛤,há,ha,H,(bound form) clam; used in 蛤蚧[ge2 jie4],General Reference,Top 3500+,General 7000,3556.0,9735.0,5.128211449575174,99.60623369475047,2780.0,5208.0,True,True,True,"3500, 7000, corpus"
还,hái,hai,H,surname Huan,General Reference,Top 100,Zero Beginner,47.0,6776145.0,3569.543335694049,34.71157484892478,3107.0,5881.0,True,True,True,"3500, 7000, corpus"
海,hǎi,hai,H,surname Hai,General Reference,Top 300,HSK2 Expansion,259.0,1335124.0,703.3177384080744,64.87061382915796,1789.0,3037.0,True,True,True,"3500, 7000, corpus"
孩,hái,hai,H,(bound form) child,People & Pronouns,Top 300,HSK2 Expansion,281.0,1251885.0,659.4690283052303,66.3682055504726,807.0,1344.0,True,True,True,"3500, 7000, corpus"
害,hài,hai,H,to do harm to; to cause trouble to; harm; evil; calamity,Actions,Top 600,HSK3 Expansion,472.0,740250.0,389.9495146941985,76.09097654663191,836.0,1384.0,True,True,True,"3500, 7000, corpus"
骇,hài,hai,H,"to astonish; to startle; to hack (computing, loanword)",Actions,Top 2500,General 3500,2215.0,57380.0,30.226684435195015,97.71089162471483,3434.0,6683.0,True,True,True,"3500, 7000, corpus"
亥,hài,hai,H,"12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar; ancient Chinese compass point: 330°",Time,Top 3500+,General 3500,3406.0,11845.0,6.239719015944318,99.52172335128755,78.0,89.0,True,True,True,"3500, 7000, corpus"
