character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
岔,chà,cha,C,"fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)",分岔 (fēn chà); 听岔 (tīng chà); 岔口 (chà kǒu),Time,Top 3500+,General 3500,2893.0,23623.0,12.444143715800136,99.0592043504345,905.0,1478.0,True,True,True,"3500, 7000, corpus"
叭,bā,ba,B,denote a sound or sharp noise (gunfire etc),喇叭 (lǎ bā); 叭啦狗 (bā la gǒu); 吹喇叭 (chuī lǎ bā),Question & Function,Top 3500+,General 3500,2894.0,23566.0,12.414117208083056,99.06044576215531,453.0,641.0,True,True,True,"3500, 7000, corpus"
咆,páo,pao,P,to roar,咆哮 (páo xiāo); 咆哮如雷 (páo xiāo rú léi),Actions,Top 3500+,General 3500,2895.0,23494.0,12.376188987808847,99.0616833810541,518.0,730.0,True,True,True,"3500, 7000, corpus"
滥,làn,lan,L,overflowing; excessive; indiscriminate,俗滥 (sú làn); 泛滥 (fàn làn); 浮滥 (fú làn),General Reference,Top 3500+,General 3500,2896.0,23420.0,12.337207205860357,99.06291710177469,1862.0,3185.0,True,True,True,"3500, 7000, corpus"
梧,wú,wu,W,Sterculia platanifolia,梧桐 (wú tóng); 魁梧 (kuí wú); 梧桐科 (wú tóng kē),General Reference,Top 3500+,General 3500,2897.0,23401.0,12.327198369954663,99.06414982161168,1594.0,2631.0,True,True,True,"3500, 7000, corpus"
垮,kuǎ,kua,K,to collapse (lit. or fig.),冲垮 (chōng kuǎ); 压垮 (yā kuǎ); 垮台 (kuǎ tái),Actions,Top 3500+,General 3500,2898.0,23378.0,12.315082410700402,99.06538132985276,664.0,1063.0,True,True,True,"3500, 7000, corpus"
澳,ào,ao,A,Macao (abbr. for 澳門|澳门[Ao4 men2]); Australia (abbr. for 澳大利亞|澳大利亚[Ao4 da4 li4 ya4]),中澳 (zhōng ào); 土澳 (tǔ ào); 港澳 (gǎng ào),General Reference,Top 3500+,General 3500,2899.0,23261.0,12.253449052754814,99.06660667475803,1886.0,3241.0,True,True,True,"3500, 7000, corpus"
浙,zhè,zhe,Z,short name for Zhejiang 浙江[Zhe4 jiang1],浙菜 (zhè cài); 浙赣 (zhè gàn); 浙江大学 (zhè jiāng dà xué),General Reference,Top 3500+,General 3500,2900.0,23244.0,12.244493778523404,99.06783112413589,1783.0,3023.0,True,True,True,"3500, 7000, corpus"
甸,diān,dian,D,surname Dian,基甸 (jī diān); 缅甸 (miǎn diān); 草甸 (cǎo diān),General Reference,Top 3500+,General 3500,2901.0,23242.0,12.243440216849121,99.06905546815757,2059.0,3657.0,True,True,True,"3500, 7000, corpus"
绯,fēi,fei,F,dark red; purple silk,绯红 (fēi hóng); 绯闻 (fēi wén); 绯胸鹦鹉 (fēi xiōng yīng wǔ),General Reference,Top 3500+,General 3500,2902.0,23150.0,12.194976379832077,99.07027496579556,,4411.0,False,True,True,"7000, corpus"
诛,zhū,zhu,Z,to put (a criminal) to death; to punish,伏诛 (fú zhū); 天诛 (tiān zhū); 孙诛 (sūn zhū),Actions,Top 3500+,General 3500,2903.0,23141.0,12.190235352297803,99.07149398933079,,5500.0,False,True,True,"7000, corpus"
鲍,bào,bao,B,surname Bao,鲍耶 (bào yé); 鲍鱼 (bào yú); 杏鲍菇 (xìng bào gū),General Reference,Top 3500+,General 3500,2904.0,23115.0,12.176539050532115,99.07271164323585,,6775.0,False,True,True,"7000, corpus"
刁,diāo,diao,D,surname Diao,刁妇 (diāo fù); 刁悍 (diāo hàn); 刁斗 (diāo dòu),General Reference,Top 3500+,General 3500,2905.0,23103.0,12.170217680486415,99.07392866500389,300.0,431.0,True,True,True,"3500, 7000, corpus"
厥,jué,jue,J,to faint; to lose consciousness; his; her; its; their,惊厥 (jīng jué); 昏厥 (hūn jué); 晕厥 (yūn jué),Actions,Top 3500+,General 3500,2906.0,23082.0,12.159155282906436,99.07514458053218,,607.0,False,True,True,"7000, corpus"
蚊,wén,wen,W,mosquito,伊蚊 (yī wén); 按蚊 (àn wén); 疟蚊 (nüè wén),General Reference,Top 3500+,General 3500,2907.0,23018.0,12.125441309329362,99.07635712466312,2763.0,5170.0,True,True,True,"3500, 7000, corpus"
鞠,jū,ju,J,surname Ju,蹴鞠 (cù jū); 鞠躬 (jū gōng); 鞠躬尽力 (jū gōng jìn lì),General Reference,Top 3500+,General 3500,2908.0,23015.0,12.123860966817938,99.0775695107598,3360.0,6519.0,True,True,True,"3500, 7000, corpus"
歆,xīn,xin,X,pleased; moved,,General Reference,Top 3500+,General 3500,2909.0,22876.0,12.050638430455232,99.07877457460285,,2775.0,False,True,True,"7000, corpus"
拙,zhuō,zhuo,Z,awkward; clumsy; dull; inelegant; (polite) my; Taiwan pr. [zhuo2],守拙 (shǒu zhuō); 愚拙 (yú zhuō); 拙作 (zhuō zuò),General Reference,Top 3500+,General 3500,2910.0,22860.0,12.042209937060964,99.07997879559655,1239.0,2065.0,True,True,True,"3500, 7000, corpus"
茗,míng,ming,M,Thea sinensis; young leaves of tea,品茗 (pǐn míng); 黑枯茗 (hēi kū míng),General Reference,Top 3500+,General 3500,2911.0,22789.0,12.004808497623896,99.0811792764463,,4892.0,False,True,True,"7000, corpus"
眷,juàn,juan,J,"(bound form) one's family, esp. wife and children; (literary) to regard with love and affection; to feel concern for",亲眷 (qīn juàn); 侨眷 (qiáo juàn); 内眷 (nèi juàn),People & Pronouns,Top 3500+,General 3500,2912.0,22751.0,11.98479082581251,99.08237775552888,2150.0,3855.0,True,True,True,"3500, 7000, corpus"
戮,lù,lu,L,to peel with a knife,刑戮 (xíng lù); 夷戮 (yí lù); 屠戮 (tú lù),Actions,Top 3500+,General 3500,2913.0,22742.0,11.980049798278234,99.08357576050871,,1973.0,False,True,True,"7000, corpus"
唬,hǔ,hu,H,a tiger's roar; to scare; to intimidate; (coll.) to fool; to bluff,吓唬 (xià hǔ); 唬人 (hǔ rén); 唬弄 (hǔ nòng),Actions,Top 3500+,General 3500,2914.0,22716.0,11.966353496512548,99.08477239585837,561.0,815.0,True,True,True,"3500, 7000, corpus"
骏,jùn,jun,J,spirited horse,骏马 (jùn mǎ); 宫崎骏 (gōng qí jùn),General Reference,Top 3500+,General 3500,2915.0,22698.0,11.956871441443996,99.08596808300251,3436.0,6690.0,True,True,True,"3500, 7000, corpus"
扳,bān,ban,B,to pull; to turn (sth) around; to turn around (a situation); to recoup,扳价 (bān jià); 扳动 (bān dòng); 扳回 (bān huí),Actions,Top 3500+,General 3500,2916.0,22636.0,11.924211029541206,99.08716050410547,1194.0,2008.0,True,True,True,"3500, 7000, corpus"
踹,chuài,chuai,C,to kick; to trample; to tread on,踹共 (chuài gòng),Actions,Top 3500+,General 3500,2917.0,22631.0,11.921577125355498,99.088352661818,,5757.0,False,True,True,"7000, corpus"
漓,lí,li,L,pattering (of rain); seep through,淋漓 (lín lí); 大汗淋漓 (dà hán lín lí); 淋漓尽致 (lín lí jìn zhì),Actions,Top 3500+,General 3500,2918.0,22606.0,11.908407604426953,99.08954350257845,1869.0,3197.0,True,True,True,"3500, 7000, corpus"
蝇,yíng,ying,Y,fly; musca; CL:隻|只[zhi1],家蝇 (jiā yíng); 果蝇 (guǒ yíng); 苍蝇 (cāng yíng),General Reference,Top 3500+,General 3500,2919.0,22560.0,11.884175685918432,99.09073192014704,2795.0,5249.0,True,True,True,"3500, 7000, corpus"
擂,léi,lei,L,to pound (with a mortar and pestle); to hit (a person); to beat (a drum); to bang on (a door); (dialect) to scold,吹擂 (chuī léi); 擂台 (lèi tái); 打擂台 (dǎ lèi tái),People & Pronouns,Top 3500+,General 3500,2920.0,22548.0,11.87785431587273,99.09191970557862,1371.0,2263.0,True,True,True,"3500, 7000, corpus"
涡,wō,wo,W,name of a river,圣涡 (shèng wō); 旋涡 (xuán wō); 梨涡 (lí wō),General Reference,Top 3500+,General 3500,2921.0,22478.0,11.840979657272804,99.09310380354435,1799.0,3056.0,True,True,True,"3500, 7000, corpus"
沌,dùn,dun,D,used in 混沌[hun4 dun4],混沌 (hùn dùn); 混沌学 (hùn dùn xué); 混沌理论 (hùn dùn lǐ lùn),General Reference,Top 3500+,General 3500,2922.0,22474.0,11.838872533924238,99.09428769079774,,2906.0,False,True,True,"7000, corpus"
凸,tū,tu,T,to stick out; protruding; convex; male (connector etc); Taiwan pr. [tu2],凸凸 (tū tū); 凸出 (tū chū); 凸度 (tū dù),Actions,Top 3500+,General 3500,2923.0,22455.0,11.828863698018544,99.09547057716755,293.0,423.0,True,True,True,"3500, 7000, corpus"
蚩,chī,chi,C,surname Chi,蚩尤 (chī yóu),General Reference,Top 3500+,General 3500,2924.0,22424.0,11.81253349206715,99.09665183051675,,5182.0,False,True,True,"7000, corpus"
酿,niàng,niang,N,to ferment; to brew; to make honey (of bees); to lead to; to form gradually; wine; stuffed vegetables (cooking method),佳酿 (jiā niàng); 私酿 (sī niàng); 酒酿 (jiǔ niàng),Actions,Top 3500+,General 3500,2925.0,22424.0,11.81253349206715,99.09783308386595,3185.0,6072.0,True,True,True,"3500, 7000, corpus"
唾,tuò,tuo,T,saliva; to spit,唾余 (tuò yú); 唾弃 (tuò qì); 唾沫 (tuò mò),Actions,Top 3500+,General 3500,2926.0,22408.0,11.80410499867288,99.09901349436582,565.0,822.0,True,True,True,"3500, 7000, corpus"
琐,suǒ,suo,S,fragmentary; trifling,烦琐 (fán suǒ); 猥琐 (wěi suǒ); 琐事 (suǒ shì),General Reference,Top 3500+,General 3500,2927.0,22361.0,11.779346299327218,99.10019142899576,2027.0,3565.0,True,True,True,"3500, 7000, corpus"
犀,xī,xi,X,rhinoceros; sharp,木犀 (mù xī); 灵犀 (líng xī); 犀利 (xī lì),General Reference,Top 3500+,General 3500,2928.0,22356.0,11.776712395141509,99.10136910023527,1974.0,3425.0,True,True,True,"3500, 7000, corpus"
澄,chéng,cheng,C,surname Cheng,清澄 (qīng chéng); 澄海 (chéng hǎi); 澄清 (chéng qīng),General Reference,Top 3500+,General 3500,2929.0,22349.0,11.773024929281517,99.10254640272821,1881.0,3231.0,True,True,True,"3500, 7000, corpus"
哉,zāi,zai,Z,(exclamatory or interrogative particle),善哉 (shàn zāi); 圣哉经 (shèng zāi jīng); 呜呼哀哉 (wū hū āi zāi),Question & Function,Top 3500+,General 3500,2930.0,22334.0,11.765123216724389,99.10372291504989,,769.0,False,True,True,"7000, corpus"
猾,huá,hua,H,sly,奸猾 (jiān huá); 油猾 (yóu huá); 狡猾 (jiǎo huá),General Reference,Top 3500+,General 3500,2931.0,22221.0,11.70559698212737,99.1048934747481,2004.0,3500.0,True,True,True,"3500, 7000, corpus"
煎,jiān,jian,J,to pan fry; to sauté,焙煎 (bèi jiān); 煎炒 (jiān chǎo); 煎炸 (jiān zhá),Actions,Top 3500+,General 3500,2932.0,22180.0,11.683998967804557,99.10606187464488,1934.0,3347.0,True,True,True,"3500, 7000, corpus"
窒,zhì,zhi,Z,to obstruct; to stop up,窒息 (zhì xī); 窒碍 (zhì ài),Actions,Top 3500+,General 3500,2933.0,22175.0,11.681365063618848,99.10723001115124,2285.0,4131.0,True,True,True,"3500, 7000, corpus"
虾,xiā,xia,X,used in 蝦蟆|虾蟆[ha2 ma5],大虾 (dà xiā); 对虾 (duì xiā); 小虾 (xiǎo xiā),General Reference,Top 3500+,General 3500,2934.0,22165.0,11.676097255247429,99.10839762087677,2759.0,5165.0,True,True,True,"3500, 7000, corpus"
蝠,fú,fu,F,(bound form) bat,狐蝠 (hú fú); 蝙蝠 (biān fú); 蝠鲼 (fú fèn),General Reference,Top 3500+,General 3500,2935.0,22099.0,11.641329719996072,99.10956175384877,2801.0,5257.0,True,True,True,"3500, 7000, corpus"
钞,chāo,chao,C,money; paper money,伪钞 (wěi chāo); 假钞 (jiǎ chāo); 冥钞 (míng chāo),Business & Work,Top 3500+,General 3500,2936.0,22089.0,11.636061911624655,99.11072536003992,3203.0,6135.0,True,True,True,"3500, 7000, corpus"
瓣,bàn,ban,B,"petal; segment; clove (of garlic); piece; section; fragment; valve; lamella; classifier for pieces, segments etc",单瓣 (dān bàn); 心瓣 (xīn bàn); 旗瓣 (qí bàn),Numbers & Measures,Top 3500+,General 3500,2937.0,22056.0,11.618678143998977,99.11188722785433,2039.0,3624.0,True,True,True,"3500, 7000, corpus"
唧,jī,ji,J,(onom.) to pump (water),吧唧 (bā jī); 咕唧 (gū jī); 哼唧 (hēng jī),Actions,Top 3500+,General 3500,2938.0,22052.0,11.61657102065041,99.11304888495638,560.0,813.0,True,True,True,"3500, 7000, corpus"
觑,qù,qu,Q,to spy; watch for,小觑 (xiǎo qù); 相觑 (xiāng qù); 觑合 (qù hé),Actions,Top 3500+,General 3500,2939.0,22005.0,11.591812321304745,99.11420806618851,,5421.0,False,True,True,"7000, corpus"
哽,gěng,geng,G,to choke with emotion; to choke on a piece of food,哽咽 (gěng yè); 哽噎 (gěng yē); 哽死 (gěng sǐ),Actions,Top 3500+,General 3500,2940.0,21976.0,11.576535677027636,99.11536571975621,,797.0,False,True,True,"7000, corpus"
娥,é,e,E,good; beautiful,嫦娥 (cháng é); 窦娥冤 (dòu é yuān),Places & Movement,Top 3500+,General 3500,2941.0,21944.0,11.559678690239098,99.11652168762524,,1269.0,False,True,True,"7000, corpus"
婿,xù,xu,X,son-in-law; husband,夫婿 (fū xù); 女婿 (nǚ xù); 妹婿 (mèi xù),People & Pronouns,Top 3500+,General 3500,2942.0,21914.0,11.543875265124845,99.11767607515175,785.0,1292.0,True,True,True,"3500, 7000, corpus"
讪,shàn,shan,S,to mock; to ridicule; to slander,搭讪 (dā shàn); 讪笑 (shàn xiào); 讪脸 (shàn liǎn),Actions,Top 3500+,General 3500,2943.0,21892.0,11.532286086707725,99.11882930376042,,5455.0,False,True,True,"7000, corpus"
耕,gēng,geng,G,to plow; to till,休耕 (xiū gēng); 农耕 (nóng gēng); 冬耕 (dōng gēng),Actions,Top 3500+,General 3500,2944.0,21786.0,11.476447317970697,99.11997694849222,2491.0,4558.0,True,True,True,"3500, 7000, corpus"
葫,hú,hu,H,used in 葫蘆|葫芦[hu2 lu5],葫芦 (hú lú); 宝葫芦 (bǎo hú lú); 糖葫芦 (táng hú lú),General Reference,Top 3500+,General 3500,2945.0,21733.0,11.448527933602184,99.12112180128558,2710.0,5032.0,True,True,True,"3500, 7000, corpus"
暧,ài,ai,A,(of daylight) dim; obscure; clandestine; dubious,暧昧 (ài mèi); 暧昧关系 (ài mèi guān xì),Time,Top 3500+,General 3500,2946.0,21715.0,11.439045878533632,99.12226570587343,,2427.0,False,True,True,"7000, corpus"
浇,jiāo,jiao,J,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold,浇头 (jiāo tóu); 浇水 (jiāo shuǐ); 浇注 (jiāo zhù),Actions,Top 3500+,General 3500,2947.0,21700.0,11.431144165976503,99.12340882029002,1777.0,3009.0,True,True,True,"3500, 7000, corpus"
嗨,hāi,hai,H,oh alas; hey!; hi! (loanword); a high (natural or drug-induced) (loanword),嗨药 (hāi yào); 自嗨 (zì hāi),General Reference,Top 3500+,General 3500,2948.0,21687.0,11.424296015093661,99.12455124989154,,899.0,False,True,True,"7000, corpus"
诵,sòng,song,S,to read aloud; to recite,传诵 (chuán sòng); 吟诵 (yín sòng); 告诵 (gào sòng),Actions,Top 3500+,General 3500,2949.0,21654.0,11.406912247467982,99.12569194111629,2921.0,5525.0,True,True,True,"3500, 7000, corpus"
疫,yì,yi,Y,(bound form) epidemic; plague,免疫 (miǎn yì); 兽疫 (shòu yì); 抗疫 (kàng yì),General Reference,Top 3500+,General 3500,2950.0,21652.0,11.4058586857937,99.12683252698487,2080.0,3700.0,True,True,True,"3500, 7000, corpus"
兢,jīng,jing,J,to be fearful; apprehensive,凌兢 (líng jīng); 战兢 (zhàn jīng); 战兢兢 (zhàn jīng jīng),Actions,Top 3500+,General 3500,2951.0,21643.0,11.401117658259423,99.12797263875069,236.0,355.0,True,True,True,"3500, 7000, corpus"
箫,xiāo,xiao,X,"xiao, a vertical bamboo flute",排箫 (pái xiāo); 笙箫 (shēng xiāo); 鼻箫 (bí xiāo),General Reference,Top 3500+,General 3500,2952.0,21626.0,11.392162384028014,99.12911185498909,2336.0,4236.0,True,True,True,"3500, 7000, corpus"
颅,lú,lu,L,forehead; skull,头颅 (tóu lú); 颅底 (lú dǐ); 颅骨 (lú gǔ),General Reference,Top 3500+,General 3500,2953.0,21616.0,11.386894575656596,99.13025054444665,3379.0,6557.0,True,True,True,"3500, 7000, corpus"
啼,tí,ti,T,(bound form) to cry; to weep loudly; (bound form) (of a bird or animal) to crow; to hoot; to screech,啼哭 (tí kū); 啼啭 (tí zhuàn); 啼声 (tí shēng),Actions,Top 3500+,General 3500,2954.0,21533.0,11.343171766173828,99.13138486162327,576.0,850.0,True,True,True,"3500, 7000, corpus"
绅,shēn,shen,S,member of gentry,劣绅 (liè shēn); 绅士 (shēn shì); 豪绅 (háo shēn),General Reference,Top 3500+,General 3500,2955.0,21513.0,11.332636149430993,99.13251812523822,2403.0,4372.0,True,True,True,"3500, 7000, corpus"
杉,shān,shan,S,China fir; Cunninghamia lanceolata; also pr. [sha1],云杉 (yún shān); 柳杉 (liǔ shān); 水杉 (shuǐ shān),Question & Function,Top 3500+,General 3500,2956.0,21508.0,11.330002245245284,99.13365112546275,1510.0,2480.0,True,True,True,"3500, 7000, corpus"
嗜,shì,shi,S,addicted to; fond of; stem corresponding to -phil or -phile,嗜好 (shì hào); 嗜欲 (shì yù); 嗜血 (shì xuè),Actions,Top 3500+,General 3500,2957.0,21476.0,11.313145258456746,99.1347824399886,591.0,890.0,True,True,True,"3500, 7000, corpus"
券,quàn,quan,Q,"bond (esp. document split in two, with each party holding one half); contract; deed (i.e. title deeds); ticket; voucher; certificate",债券 (zhài quàn); 券商 (quàn shāng); 奖券 (jiǎng quàn),Business & Work,Top 3500+,General 3500,2958.0,21437.0,11.292600805808219,99.13591170006917,322.0,459.0,True,True,True,"3500, 7000, corpus"
遁,dùn,dun,D,to evade; to flee; to escape,尿遁 (niào dùn); 逃遁 (táo dùn); 遁形 (dùn xíng),Actions,Top 3500+,General 3500,2959.0,21435.0,11.291547244133934,99.13704085479358,,5939.0,False,True,True,"7000, corpus"
炯,jiǒng,jiong,J,bright; clear,杨炯 (yáng jiǒng); 炯炯 (jiǒng jiǒng); 陈炯明 (chén jiǒng míng),General Reference,Top 3500+,General 3500,2960.0,21405.0,11.27574381901968,99.13816842917548,,3294.0,False,True,True,"7000, corpus"
霎,shà,sha,S,all of a sudden; drizzle,一霎 (yī shà); 波霎 (bō shà); 瞬霎 (shùn shà),General Reference,Top 3500+,General 3500,2961.0,21405.0,11.27574381901968,99.13929600355738,3342.0,6479.0,True,True,True,"3500, 7000, corpus"
讥,jī,ji,J,to ridicule,讥刺 (jī cì); 讥笑 (jī xiào); 讥讽 (jī fěng),Actions,Top 3500+,General 3500,2962.0,21392.0,11.268895668136839,99.1404228931242,2878.0,5450.0,True,True,True,"3500, 7000, corpus"
迭,dié,die,D,alternately; repeatedly,不迭 (bù dié); 更迭 (gēng dié); 迭代 (dié dài),Actions,Top 3500+,General 3500,2963.0,21389.0,11.267315325625413,99.14154962465676,,5896.0,False,True,True,"7000, corpus"
彷,páng,pang,P,used in 彷徨[pang2 huang2] and 彷徉[pang2 yang2],彷徉 (páng yáng); 彷徨 (páng huáng),General Reference,Top 3500+,General 3500,2964.0,21360.0,11.252038681348301,99.14267482852489,,1718.0,False,True,True,"7000, corpus"
觅,mì,mi,M,(literary) to seek; to find,寻觅 (xún mì); 觅取 (mì qǔ); 觅句 (mì jù),Actions,Top 3500+,General 3500,2965.0,21336.0,11.239395941256898,99.14379876811901,2862.0,5410.0,True,True,True,"3500, 7000, corpus"
娴,xián,xian,X,elegant; refined; to be skilled at,娴淑 (xián shū); 娴熟 (xián shú); 娴雅 (xián yǎ),Actions,Top 3500+,General 3500,2966.0,21333.0,11.237815598745474,99.14492254967888,,1273.0,False,True,True,"7000, corpus"
抿,mǐn,min,M,"to smooth hair with a wet brush; (of a mouth, wing etc) to close lightly; to sip",抿子 (mǐn zi); 一抿子 (yī mǐn zi),Actions,Top 3500+,General 3500,2967.0,21329.0,11.235708475396907,99.14604612052642,,2045.0,False,True,True,"7000, corpus"
剔,tī,ti,T,to scrape the meat from bones; to pick (teeth etc); to weed out,剔牙 (tī yá); 剔透 (tī tòu); 剔除 (tī chú),Actions,Top 3500+,General 3500,2968.0,21278.0,11.208842652702677,99.1471670047917,332.0,475.0,True,True,True,"3500, 7000, corpus"
稻,dào,dao,D,paddy; rice (Oryza sativa),早稻 (zǎo dào); 水稻 (shuǐ dào); 禾稻 (hé dào),General Reference,Top 3500+,General 3500,2969.0,21277.0,11.208315871865535,99.14828783637888,2269.0,4107.0,True,True,True,"3500, 7000, corpus"
敷,fū,fu,F,"to spread; to lay out; to apply (powder, ointment etc); sufficient (to cover); enough",冷敷 (lěng fū); 外敷 (wài fū); 敷布 (fū bù),Actions,Top 3500+,General 3500,2970.0,21263.0,11.200940940145548,99.1494079304729,1401.0,2308.0,True,True,True,"3500, 7000, corpus"
泻,xiè,xie,X,to flow out swiftly; to flood; a torrent; diarrhea; laxative,倾泻 (qīng xiè); 奔泻 (bēn xiè); 排泻 (pái xiè),Actions,Top 3500+,General 3500,2971.0,21251.0,11.194619570099848,99.15052739242991,1758.0,2970.0,True,True,True,"3500, 7000, corpus"
怠,dài,dai,D,idle; lazy; negligent; careless,不怠 (bù dài); 倦怠 (juàn dài); 怠工 (dài gōng),General Reference,Top 3500+,General 3500,2972.0,21247.0,11.192512446751282,99.15164664367458,1075.0,1797.0,True,True,True,"3500, 7000, corpus"
